epoch,acc,loss,val_acc,val_loss
0,0.48092139966602054,1.762334683814702,0.48790872064533286,1.3385920771461093
1,0.52910145953184951,1.1652379136635824,0.50187329732754571,1.2753038796157212
2,0.5383623469603257,1.1099529271388233,0.50493869242291356,1.2531044138874605
3,0.54099994146888863,1.0880729248121108,0.50817438838267526,1.2363171051243671
4,0.54422366809163014,1.0713271646565035,0.51021798511292049,1.2208845617011068
5,0.54334446992036234,1.0650592845752744,0.51106948196400737,1.2118804662688876
6,0.54592345115287555,1.05137964083423,0.51192097995196761,1.2038374291453764
7,0.54580622471955897,1.0443249764025166,0.51175068071167862,1.1994934208711421
8,0.54691987587624291,1.0399819907713912,0.5119209832001772,1.1933681464650001
9,0.54609929082206532,1.0309048196535919,0.51106948456257506,1.1866328609087162
10,0.54709571545110502,1.0257745092788955,0.51158038147138962,1.1810911413109595
11,0.54744739464100567,1.0226133872389298,0.5119209832001772,1.1796575601159389
12,0.54709571547556035,1.0188180292472282,0.51209128065395093,1.1768002388262944
13,0.54791630041095496,1.0119602786412336,0.51260217983651224,1.1736463524340284
14,0.5479749135682217,1.0110771380669277,0.51260218211025887,1.1693454056734609
15,0.54856104570161512,1.0091468257743625,0.5119209832001772,1.166639056615024
16,0.54844381926829855,1.0048762415254893,0.51141008174386926,1.1647940581760874
17,0.54820936641389306,1.0046036603491162,0.51175068347265673,1.161881100416833
18,0.54885411188796829,1.0044604314672494,0.51209128065395093,1.1567481322574356
19,0.54955747036559099,0.99751592264471112,0.51158038374513626,1.1532097606632949
